,Titles,urls,Ratings,Ratings_counts,Prices,Discount_prct,Qty_sold_last_month_,Series,Colour,Form Factor,Standing screen display size,Screen Resolution,Resolution,Batteries,Item model number,Processor Brand,Processor Type,Processor Speed,Processor Count,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Speaker Description,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Interface,Connectivity Type,Wireless Type,Number of HDMI Ports,Optical Drive Type,Operating System,Are Batteries Included,Lithium Battery Energy Content,Number of Lithium Ion Cells,Included Components,Item Weight,Prices_Category,Processor Speed_Base
31,Lenovo|LOQ|15ARP10|Ryzen 5||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-7235HS-Refresh-Windows-83JC00K1IN/dp/B0FSDB6XMT/ref=sr_1_32?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-32&xpid=IzsIf9sZEUUR3,4.8,7,70490,30,0,LOQ,Luna Grey,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15ARP10,AMD,Ryzen 5,3.2,4.0,DDR5,DDR5 RAM,32 GB,512 GB,SSD,"Stereo speakers, 2W x2, optimized with Nahimic Audio",NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,Shared,PCI Express,,802.11ax,,Not Available,Windows 11 Home,Yes,60 Watt Hours,4.0,"Laptop, Power Adapter, User Guide",2 kg 380 g,High,3.2
32,Lenovo|V15 G4 AMN||Ryzen 5||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Premium-Warranty/dp/B0F7HRM9JX/ref=sr_1_33?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-33&xpid=IzsIf9sZEUUR3,3.9,78,40999,25,0,V15 G4 AMN,Premium Grey,Clamshell,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 12V batteries required. (included),,AMD,Ryzen 5,2.8,1.0,DDR4,DDR5 RAM,16 GB,512 GB,SSD,,AMD Radeon R5,AMD,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,802.11ax,1.0,,DOS,Yes,41 Watt Hours,3.0,Webcam,1 kg 620 g,Medium,2.8
33,Lenovo|IdeaPad Slim|Ideapad Slim|Ryzen 3|8 GB|512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82XQ008DIN/dp/B0CCP88X9Q/ref=sr_1_34?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-34&xpid=IzsIf9sZEUUR3,3.9,89,32990,38,0,IdeaPad Slim,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 Lithium Polymer batteries required. (included),Ideapad Slim,AMD,Ryzen 3,2.4,4.0,Lpddr 5,DDR5 RAM,8 GB,512 GB,SSD,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Integrated AMD Radeon 610M Graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,802.11n,3.0,No Optical Drive,Windows 11 Home,Yes,47 Watt Hours,4.0,"Laptop, Adapter and User Guide",1 kg 620 g,Low,2.4
34,Lenovo|ThinkBook 16|21MWA0BSIN|Ryzen 5||512 GB|SSD16 Inches,https://www.amazon.in/Lenovo-ThinkBook-Fingerprint-Aluminium-21MWA0BSIN/dp/B0DZJ262NX/ref=sr_1_35?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-35&xpid=IzsIf9sZEUUR3,4.0,147,48900,44,100,ThinkBook 16,Dark Silver,thin & light laptop,16 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,1 AAA batteries required. (included),21MWA0BSIN,AMD,Ryzen 5,3.3,1.0,DDR5,DDR5 RAM,64 GB,512 GB,SSD,"Stereo Speakers, Dolby Audio",AMD Radeon graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,45 Watt Hours,3.0,"Laptop, User manual, Adapter",1 kg 700 g,Medium,3.3
35,Lenovo|V15 G4 IRU|V15 G4 IRU|Core i7||16 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-V15-G4-IRU-i7-13620H/dp/B0FPFMV4XJ/ref=sr_1_36?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0&dib_tag=se&keywords=lenovo+laptops&qid=1768082103&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-36&xpid=IzsIf9sZEUUR3,4.3,3,64999,21,0,V15 G4 IRU,Iron Grey,Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080,1 12V batteries required. (included),V15 G4 IRU,Intel,Core i7,2.1,1.0,DDR4,DDR4 SDRAM,16 GB,16 GB,SSD,,,,Integrated,,,,802.11ax,,,Windows 11,Yes,65 Watt Hours,2.0,,2 kg 860 g,High,2.1
36,Lenovo|IdeaPad Slim 5|16IMH9|Core i5|16|1 TB|SSD16 Inches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTk1NDU5ODU2NzkzNDQxOjE3NjgwODIxMDM6c3BfYnRmOjMwMDg4MzA4NzIyNDkzMjo6MDo6&url=%2FLenovo-IdeaPad-WUXGA-IPS-GamePass-83DC0003IN%2Fdp%2FB0CYGJLXCN%2Fref%3Dsr_1_37_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082103%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-37-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DpvHegvpHcR%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=pvHegvpHcR&sp_cr=ZAZ,3.3,89,69990,43,50,IdeaPad Slim 5,Cloud Grey,Ultra-Portable,16 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,1 Lithium Polymer batteries required. (included),16IMH9,Intel,Core i5,4.5,14.0,Lpddr5x,DDR5 RAM,16 GB,1 TB,SSD,"Stereo speakers, 2W x2, optimized with Dolby Audio",Integrated Intel Arc Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1.0,No Optical Drive,Windows 11 Home,Yes,57 Watt Hours,3.0,Laptop,2 kg 550 g,High,4.5
37,Lenovo|LOQ|15ARP9|Ryzen 5||512 GB|SSD15.6 Inches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTk1NDU5ODU2NzkzNDQxOjE3NjgwODIxMDM6c3BfYnRmOjMwMDg4NDA3MTUwNjMzMjo6MDo6&url=%2FLenovo-7235HS-Refresh-Windows-83JC00LSIN%2Fdp%2FB0GCCPZ4TH%2Fref%3Dsr_1_38_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.tMCdPR1xdzpwUxEqDgrI3Ef3DgXsG3rQqKuKdvJ9sBctgAYaosvmzwY2fjP2JtIJhnuBaOYVUDaRc69YC94-IyUKLHNJbH4N_IElJG3m0vTjXq1vCQZCDd_NLT_MHS_kMx5sX59_hyhHroza_DZ0yIg77rRdFYwF7M-z0IXy-jKS5L-sxYfgqHzp4vOSuC4hIfCshuAnVMIspXNrRKNlpwSvKsLOov-bL4O29du22x8.bLYm-r99CpS1-OcVXwrVPKQRDU3BsJKF-T2ID2m9OD0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082103%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-38-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3Dgy6FQF6dBN%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=gy6FQF6dBN&sp_cr=ZAZ,,0,65990,24,0,LOQ,Luna Grey,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15ARP9,AMD,Ryzen 5,3.2,4.0,DDR5,DDR5 RAM,32 GB,512 GB,SSD,"Stereo speakers, 2W x2, optimized with Nahimic Audio",NVIDIA GeForce RTX 3050A,NVIDIA,Dedicated,Shared,PCI Express,,,,Not Available,Windows 11 Home,Yes,60 Watt Hours,4.0,"Laptop, Power Adapter, User Guide",2 kg 380 g,High,3.2
38,Lenovo|IdeaPad Slim 3|15IRH10|Core i5||1 TB|SSD39.6 Centimetres,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjUxOTEzMDAyMTE2NDAwOjE3NjgwODIxNTE6c3BfYXRmX25leHQ6MzAwNzAzOTQ4NDc2MzMyOjowOjo&url=%2FLenovo-IdeaPad-i5-13420H-Keyboard-83K100PLIN%2Fdp%2FB0FCY7BTCX%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082151%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-33-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DJsapVru49i%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=JsapVru49i&sp_cr=ZAZ,4.4,64,65990,25,100,IdeaPad Slim 3,Grey,Thin & Light,39.6 Centimetres,1920 x 1200 pixels,1920 x 1200,1 D batteries required. (included),15IRH10,Intel,Core i5,4.6,8.0,DDR5,DDR5 RAM,24 GB,1 TB,SSD,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,50 Watt Hours,4.0,Laptop,1 kg 590 g,High,4.6
39,Lenovo|IdeaPad Slim 3|15IAH8|Core i5||512 GB|SSD15.6 Inches,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjUxOTEzMDAyMTE2NDAwOjE3NjgwODIxNTE6c3BfYXRmX25leHQ6MzAwODk1MzIzMzgzMDMyOjowOjo&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00MCIN%2Fdp%2FB0FJF95B56%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082151%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-34-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DwXafbUnlRy%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=wXafbUnlRy&sp_cr=ZAZ,4.6,7,50690,34,50,IdeaPad Slim 3,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IAH8,Intel,Core i5,2,8.0,DDR5,DDR4 SDRAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1.0,No Optical Drive,"Windows 11 Home 64, English",Yes,47 Watt Hours,3.0,"Laptop, Power Adapter, User Manual",1 kg 620 g,Medium,2.0
40,Lenovo|Ryzen 5|82XQ00XDIN|Ryzen 5|16 GB|512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-Ideapad-Backlit-Keyboard-82XQ008VIN/dp/B0CD4BQ4SF/ref=sr_1_35?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-35&xpid=IzsIf9sZEUUR3,4.0,147,43990,26,0,Ryzen 5,Arctic Grey 1,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),82XQ00XDIN,AMD,Ryzen 5,2.8,4.0,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Integrated AMD Radeon 610M Graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,802.11n,1.0,No Optical Drive,Windows 11 Home,Yes,47 Watt Hours,4.0,Laptop,1 kg 620 g,Medium,2.8
41,Lenovo|IdeaPad Slim 3|15IAH8|Core i5||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83ER00MCIN/dp/B0FJF95B56/ref=sr_1_36?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-36&xpid=IzsIf9sZEUUR3,4.6,7,50690,34,50,IdeaPad Slim 3,Arctic Grey,Thin & Light,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IAH8,Intel,Core i5,2,8.0,DDR5,DDR4 SDRAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1.0,No Optical Drive,"Windows 11 Home 64, English",Yes,47 Watt Hours,3.0,"Laptop, Power Adapter, User Manual",1 kg 620 g,Medium,2.0
42,Lenovo|IdeaPad Slim 5|15ARP10|AMD Ryzen 5 3450U||512 GB|SSD13.3 Inches,https://www.amazon.in/Lenovo-IdeaPad-Microsoft-Keyboard-83J2004HIN/dp/B0FFB6ZZ7F/ref=sr_1_38?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-38&xpid=IzsIf9sZEUUR3,3.9,3,59990,24,50,IdeaPad Slim 5,Cloud Grey,Thin & Light,13.3 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,1 D batteries required. (included),15ARP10,AMD,AMD Ryzen 5 3450U,3.3,6.0,DDR5,DDR5 RAM,16 GB,512 GB,SSD,"User-facing stereo speakers, 2W x2, optimized with Dolby Audio",Integrated AMD Radeon 660M Graphics,AMD,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,54.7 Watt Hours,4.0,"Laptop, Power Adapter, User guide",1 kg 150 g,Medium,3.3
43,Lenovo|LOQ|15IAX9|Core i5-12450HX||512 GB|SSD15.6 Inches,https://www.amazon.in/Lenovo-I5-12450HX-NVIDIA-Windows-83GS00LNIN/dp/B0DPQGVH85/ref=sr_1_40?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-40&xpid=IzsIf9sZEUUR3,3.7,115,76990,20,50,LOQ,i5-12th | RTX 3050,Gaming Laptop,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 P76 batteries required. (included),15IAX9,Intel,Core i5-12450HX,2.4,8.0,DDR5,DDR5 RAM,32 GB,512 GB,SSD,"Stereo speakers, 2W x2, optimized with Nahimic Audio",NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,Shared,PCI Express,Bluetooth,802.11ax,1.0,Not Available,Windows 11 Home,Yes,60 Watt Hours,4.0,"Laptop, Power Adapter, User Guide",2 kg 380 g,High,2.4
44,Lenovo|||Core i3-1215U||512 GB|15 Inches,https://www.amazon.in/Lenovo-15-Intel-Core-1215U/dp/B0F6LY8VSL/ref=sr_1_41?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-41&xpid=IzsIf9sZEUUR3,4.0,16,45500,46,0,,,,15 Inches,,,2 12V batteries required. (included),,,Core i3-1215U,,,,,,512 GB,,,,,,,,,,,,Windows 11 Home,Yes,65 Watt Hours,2.0,,2 kg 540 g,Medium,-1.0
45,Lenovo|IdeaPad Slim 3|15IRU8|Intel Core i3||512 GB|SSD15 Inches,https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82X700G5IN/dp/B0F8QFMXJ7/ref=sr_1_42?crid=3GZCZ3LUIW710&dib=eyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0&dib_tag=se&keywords=lenovo+laptops&qid=1768082151&refinements=p_123%3A391242&rnid=91049095031&sprefix=lenovo+laptops%2Caps%2C392&sr=8-42&xpid=IzsIf9sZEUUR3,3.9,15,39990,26,0,IdeaPad Slim 3,Arctic Grey,Thin & Light,15 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1 D batteries required. (included),15IRU8,Intel,Intel Core i3,1.2,6.0,Lpddr 5,DDR5 RAM,8 GB,512 GB,SSD,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,802.11ax,1.0,No Optical Drive,Windows 11 Home,Yes,47 Watt Hours,4.0,"Laptop, Power Adapter, User guide",1 kg 620 g,Low,1.2
46,Lenovo|IdeaPad|15IAH8|Core i5 Family||512 GB|SSD39.6 Centimetres,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjUxOTEzMDAyMTE2NDAwOjE3NjgwODIxNTE6c3BfbXRmOjMwMDQ3MjU0MDU5NzUzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN%2Fdp%2FB0DR96PF63%2Fref%3Dsr_1_43_sspa%3Fcrid%3D3GZCZ3LUIW710%26dib%3DeyJ2IjoiMSJ9.lT7k8fEfc1tGRSLmGz1MyjrXQO_Yd3XHbe1ubBEfW65Io8kQVyxh0efbEafXze8EyyY_VncoumUT2Kch-GSG1MknvTRjW_Rl8M0rKxEK9WNLywghxgdi5sHL8nm_r_QF17F6tcaABkQ3jmcAxVbUDdX1Ei8VvsOlBi17A87CgZ0rbx9cr0vxNhItqiQ214IJj6JPeMzak3hAjdnagQoH5HA6Pt3o_YkAXhd84_x1UpY.VoG5PTDNMyXq1YxlQWKaECzsUqxftR9Gl9ySIsSKyN0%26dib_tag%3Dse%26keywords%3Dlenovo%2Blaptops%26qid%3D1768082151%26refinements%3Dp_123%253A391242%26rnid%3D91049095031%26sprefix%3Dlenovo%2Blaptops%252Caps%252C392%26sr%3D8-43-spons%26xpid%3DIzsIf9sZEUUR3%26aref%3DiejkyDeOsy%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=iejkyDeOsy&sp_cr=ZAZ,3.9,320,50850,30,100,IdeaPad,"i5-12th Gen | 15.6""",Ultra-Portable,39.6 Centimetres,1920 x 1080 pixels,1920 x 1080,1 D batteries required. (included),15IAH8,Intel,Core i5 Family,2,5.0,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,"Stereo speakers, 1.5W x2, Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,"802.11ax, Bluetooth",1.0,No Optical Drive,Windows 11,Yes,47 Watt Hours,4.0,Laptop,1 kg 370 g,Medium,2.0
